Year,Sale Price,Carpet Area
2013,77485,2674
2013,70000,500
2013,70000,518
2013,70000,1083
2013,73590,955
2013,70000,673
2013,70000,1632
2013,70000,2536
2013,73266,2992
2013,77889,2452
2013,70000,2650
2013,74028,1487
2013,70624,1019
2013,73691,1607
2014,78329,2886
2014,75000,2830
2014,75068,889
2014,81888,1499
2014,80077,1024
2014,76397,2740
2014,75000,1976
2014,75000,691
2014,78186,2006
2014,75000,1158
2014,75000,1390
2014,76900,1981
2014,82178,1691
2014,75000,951
2014,78738,2975
2014,75017,2037
2014,82868,2355
2014,77999,1492
2014,76052,2437
2014,80195,2423
2014,75000,564
2014,78895,1382
2014,76404,2730
2014,80595,1997
2014,79817,2067
2014,75000,1651
2014,82925,868
2014,77462,1401
2014,75105,1350
2014,75000,2407
2014,82928,577
2014,75000,2324
2014,75000,1793
2014,80851,1173
2014,80053,1200
2014,81048,1258
2014,75000,542
2014,77531,812
2014,75000,2049
2014,77736,874
2014,77710,1973
2014,75000,951
2014,82835,2836
2014,76868,1664
2014,75000,1607
2014,79067,2938
2014,75000,714
2014,80653,2744
2014,79557,2762
2014,79435,2345
2014,75000,1259
2014,75000,2951
2014,75000,2315
2014,75000,2656
2014,78461,2885
2014,75000,860
2014,75000,627
2014,81663,1339
2014,81445,1225
2014,75000,549
2014,79833,950
2014,77896,1094
2014,75000,1733
2014,75000,999
2014,75675,963
2014,79032,612
2014,75347,1535
2014,79911,518
2014,75000,2878
2014,78017,639
2014,75000,1924
2014,75000,1016
2014,75560,2447
2014,75000,2665
2014,75000,1387
2014,81333,1841
2014,79614,2424
2014,75000,674
2014,77927,883
2014,75000,562
2014,75591,2034
2014,81918,919
2014,79135,2488
2014,76342,2432
2014,75000,2349
2014,81929,805
2014,75000,1368
2014,75000,1343
2014,76285,1635
2014,75432,705
2014,75000,995
2014,75000,2409
2014,76164,1545
2014,81844,712
2014,75000,809
2014,75000,2491
2014,78100,1934
2014,80544,771
2014,75000,2487
2014,78562,841
2014,75976,1068
2014,82671,1362
2014,80123,753
2014,76588,680
2014,78616,1180
2014,76304,1324
2014,77345,1199
2014,82916,2338
2014,77875,1849
2014,79086,2173
2014,76633,2938
2014,75000,2138
2014,75000,2457
2014,75000,711
2014,82880,2038
2014,79879,2214
2014,75000,1880
2014,77521,2403
2014,76171,2322
2014,77097,942
2014,75000,1901
2014,76566,666
2014,81861,1008
2014,82464,2161
2014,75000,2860
2014,75000,1262
2014,75000,1180
2014,82485,906
2014,80849,2620
2014,75000,1081
2014,81780,761
2014,75000,1863
2014,75000,1831
2014,76985,2792
2014,75000,2038
2014,81407,1060
2014,82722,1664
2014,82924,2579
2014,75000,1506
2014,81349,603
2014,82875,2709
2014,78535,753
2014,78174,1020
2014,78103,1476
2014,75413,509
2014,75000,2083
2014,75000,2983
2014,75000,2414
2014,80482,1634
2014,75000,2158
2014,80800,2356
2014,75055,1714
2014,80271,2252
2014,75000,1604
2014,82819,1394
2014,79369,1611
2014,79283,652
2014,75774,1915
2014,76519,1369
2014,80983,2097
2014,75000,1570
2014,80867,1523
2014,75000,2098
2014,77548,2540
2014,81240,1889
2014,76823,568
2014,75000,2846
2014,75000,1959
2014,77193,1443
2014,75000,2843
2014,82734,2750
2014,75000,560
2014,75879,1445
2014,75000,1837
2014,80183,1684
2014,79259,830
2014,77264,1301
2014,75000,2051
2014,79203,2003
2014,75000,650
2014,75000,1864
2014,80006,1932
2014,76744,866
2014,75000,1143
2014,75546,2926
2014,76852,572
2014,82594,1771
2014,75000,1634
2014,76411,1359
2014,81849,2924
2014,75000,1564
2014,78087,2717
2014,75000,2759
2014,75000,2016
2014,75416,2586
2014,80403,868
2014,78676,542
2014,77239,2279
2014,76710,837
2014,75000,1827
2014,75000,1148
2014,78078,2373
2014,76063,1067
2014,75000,944
2014,75223,862
2014,76971,2670
2014,82755,1711
2014,75000,2217
2014,81531,1241
2014,75000,1179
2014,75000,2967
2014,76530,2142
2014,81116,2072
2014,75000,1858
2014,75000,2639
2014,75000,1080
2014,75000,2541
2014,76629,2129
2014,81168,1892
2014,80459,889
2014,75000,2026
2014,75110,2173
2014,77167,1861
2014,75000,2073
2014,75000,774
2014,75000,1687
2014,78804,2866
2014,75000,794
2014,77133,2934
2014,81205,1514
2014,76509,2411
2014,79973,1102
2014,75906,2299
2014,75000,1190
2014,80888,993
2014,82150,989
2014,77183,2493
2014,75248,2765
2014,78766,1189
2014,80102,2318
2014,75108,2159
2014,75000,2713
2014,75000,521
2014,75000,653
2014,77329,2462
2014,75000,718
2014,75000,1168
2014,75000,2037
2014,75000,2018
2014,79786,2567
2014,78438,1449
2014,75000,2695
2014,78004,902
2014,79752,1095
2014,76274,2914
2014,80592,1937
2014,80435,2777
2014,75000,1657
2014,80131,707
2014,77833,2645
2014,81261,2192
2014,76788,701
2014,75000,2564
2014,81739,2869
2014,75000,1017
2014,79587,1848
2014,81749,1935
2014,75000,2326
2014,77544,1841
2014,75569,2488
2014,75000,1991
2014,80091,924
2014,75000,2468
2014,80964,2212
2014,79346,2934
2014,75000,1277
2014,82763,1180
2014,80013,2601
2014,79177,2242
2014,75000,572
2014,75000,2528
2014,76299,783
2014,75000,1972
2014,79433,800
2014,78381,1591
2014,79172,1530
2014,79890,1316
2014,75000,524
2014,80785,582
2014,82328,2593
2014,76450,1117
2014,82625,2809
2014,75433,675
2014,75000,1689
2014,77096,1341
2014,75000,869
2014,81439,2420
2014,79087,1806
2014,76416,2961
2014,76980,2313
2014,76763,980
2014,75000,1059
2014,81101,1244
2014,77950,1966
2014,79122,599
2014,82576,1582
2014,78915,2805
2014,81132,1109
2014,76049,912
2014,75000,1677
2014,75000,2508
2014,79127,2813
2014,80487,1320
2014,75000,1161
2014,79262,1059
2014,75000,1771
2014,80693,1588
2014,76344,778
2014,75779,1599
2014,82411,789
2014,76144,2197
2014,75063,1944
2014,75000,2259
2014,79046,2024
2014,78831,1164
2014,80430,532
2014,79794,2602
2014,76659,2722
2014,75000,2559
2014,76040,1219
2014,75925,2920
2014,77358,983
2014,75000,1472
2014,76370,806
2014,79528,956
2014,81892,2707
2014,75000,2051
2014,81565,830
2014,78179,2222
2014,76115,2495
2014,75000,2315
2014,77568,2505
2014,75000,897
2014,75000,1174
2014,82130,886
2014,75000,2658
2014,77374,2564
2014,80449,2205
2014,75000,1383
2014,82000,670
2014,75000,2956
2014,77418,1239
2014,76362,1901
2014,75000,2777
2014,79658,618
2014,75000,2651
2014,75000,1040
2014,76701,1057
2014,75000,724
2014,75000,1582
2014,75000,2052
2014,75000,2094
2014,79031,1613
2014,81810,2909
2014,75661,525
2014,76142,1917
2014,82109,2814
2014,75626,732
2014,78787,960
2014,80096,1506
2014,78472,2494
2014,75000,990
2014,76999,1572
2014,82557,715
2014,75000,2223
2014,75000,2092
2014,75000,1591
2014,75000,1979
2014,75000,777
2014,75000,1479
2014,77789,1143
2014,75000,1115
2014,79641,694
2014,75394,988
2014,77880,2704
2014,80523,1749
2014,75075,2959
2014,80412,933
2014,81981,1602
2014,77230,1741
2014,81002,1015
2014,82920,2125
2014,75000,1627
2014,75000,892
2014,77155,1130
2014,75000,2347
2014,79335,1647
2014,75000,658
2014,75000,2600
2014,75000,2173
2014,80704,2308
2014,75000,930
2014,75000,1292
2014,80559,2129
2014,76816,2236
2014,81639,1032
2014,75000,2246
2014,81240,1022
2014,80573,2175
2014,80461,1412
2014,75000,1624
2014,75827,2025
2014,78259,1827
2014,75000,1523
2014,77804,2076
2014,77789,1878
2014,75717,1816
2014,82200,2019
2014,75000,1428
2014,75374,734
2014,75000,2980
2014,77183,1318
2014,75000,2688
2014,79277,1606
2014,75000,2724
2014,79885,697
2014,80507,2495
2014,75154,1624
2014,75000,2948
2014,82781,2765
2014,79777,2448
2014,75000,1428
2014,75000,2510
2014,75000,1405
2014,79491,2722
2014,82132,522
2014,80178,970
2014,77851,1567
2014,77156,2181
2014,75000,726
2014,77368,1275
2014,75000,2327
2014,79250,2821
2014,79168,1551
2014,75000,2873
2014,75000,1439
2014,80719,1039
2014,81328,2251
2014,77468,1321
2014,75000,1588
2014,75000,855
2014,80571,734
2014,76581,2774
2014,81851,2048
2014,76317,2596
2014,75000,2601
2014,80088,1961
2014,82946,2497
2014,80265,661
2014,76748,1696
2014,75000,1759
2014,77986,1372
2014,79765,1391
2014,82792,1978
2014,75000,1536
2014,82466,2757
2014,82419,896
2014,75000,2272
2014,75000,1623
2014,80587,1148
2014,75000,828
2014,75525,1982
2014,78770,1451
2014,81093,2505
2014,75000,2516
2014,75000,2378
2014,75000,2578
2014,75000,1185
2014,81190,617
2014,79984,2552
2014,79302,1192
2014,75000,1605
2014,77429,2871
2014,75000,2661
2014,75000,2292
2014,81985,653
2014,80128,2400
2014,76716,2503
2014,75000,1927
2014,82549,814
2014,78921,1564
2014,75000,604
2014,77815,2424
2014,75000,2413
2014,82649,1716
2014,77616,1924
2014,82728,1789
2014,80332,2901
2014,79836,1360
2014,75000,1184
2014,78333,2126
2014,75410,848
2014,75000,2176
2014,76892,1696
2014,75808,509
2014,76796,1961
2014,75000,1166
2014,75093,615
2014,80288,2022
2014,75000,1100
2014,75000,826
2014,79405,1479
2014,75000,2951
2014,75000,1128
2014,82691,2129
2014,75000,773
2014,75000,2676
2014,75000,1443
2014,75000,2460
2014,75000,1208
2014,75000,1891
2014,82605,611
2014,75482,1114
2014,80621,2081
2014,76376,974
2014,75000,2413
2014,75463,770
2014,75000,720
2014,75000,2968
2014,75000,1890
2014,80004,539
2014,75000,2482
2014,81834,2736
2014,75000,1493
2014,75000,2276
2014,75670,2512
2014,75000,2420
2014,75823,2103
2014,75000,1922
2014,75002,1373
2014,75000,1150
2014,80366,1446
2014,75000,1160
2014,75000,2646
2014,82288,2829
2014,81431,2950
2014,81883,1632
2014,78210,583
2014,81595,1199
2014,82871,2538
2014,82743,2874
2014,81196,2701
2014,76132,1051
2014,79324,904
2014,81531,961
2014,76588,2679
2014,75000,2746
2014,76048,2869
2014,81564,2272
2014,76246,2287
2014,75000,1119
2014,75000,2878
2014,75000,2880
2014,78365,2597
2014,75000,2046
2014,75000,1362
2014,76574,2191
2014,75000,1616
2014,75000,2105
2014,75806,1079
2014,75000,2390
2014,76993,1775
2014,75000,2355
2014,75443,2993
2014,75000,1855
2014,75000,1662
2014,80878,2819
2014,78611,2041
2014,75000,1489
2014,75000,2550
2014,80651,2343
2014,75000,2908
2014,75000,1371
2014,75000,2795
2014,81641,2089
2014,77922,2196
2014,75000,2969
2014,82198,2446
2014,75889,2562
2014,75054,1645
2014,75000,2824
2014,75000,2081
2014,75000,2993
2014,75000,2757
2014,75000,2849
2014,80058,2432
2014,80188,2257
2014,79101,856
2014,82497,2124
2014,75000,992
2014,81381,2821
2014,77544,2909
2014,77718,507
2014,75000,2519
2014,75000,994
2014,80693,2129
2014,80906,686
2014,82916,2377
2014,81777,1019
2014,75000,2640
2014,75000,636
2014,76031,2968
2014,81613,2621
2014,76439,2136
2014,76401,2718
2014,75000,2717
2014,82285,2251
2014,82555,585
2014,75000,1770
2014,75000,1562
2014,75000,1913
2014,77980,1429
2014,75000,1369
2014,75476,1385
2014,79428,2501
2014,75000,2701
2014,82336,2506
2014,79342,1783
2014,75000,1119
2014,77064,1382
2014,77446,1296
2014,75000,2672
2014,75624,1796
2014,77461,1118
2014,75000,2334
2014,80516,744
2014,75000,2997
2014,76563,2858
2015,80000,1969
2015,80000,2351
2015,83566,1187
2015,80000,2443
2015,80000,1866
2015,85213,2785
2015,86897,2463
2015,80000,1490
2015,86627,1612
2015,85081,1962
2015,80000,2653
2015,80000,2728
2015,80000,2731
2015,80000,725
2015,81990,1276
2015,80160,1947
2015,80000,1324
2015,80000,1789
2015,80000,1149
2015,85233,2739
2015,80000,1029
2015,80000,1583
2015,80000,1361
2015,85135,1616
2015,87966,538
2015,80000,1136
2015,81583,1536
2015,82835,535
2015,86172,985
2015,80000,2648
2015,80000,2483
2015,81564,665
2015,84783,2930
2015,80000,2379
2015,86456,530
2015,80000,510
2015,86411,2511
2015,80906,2643
2015,80000,1861
2015,82611,1471
2015,80000,2543
2015,80000,1922
2015,80000,2432
2015,80546,1348
2015,86246,2532
2015,86738,1752
2015,87413,1913
2015,86120,1478
2015,80000,2112
2015,83767,1516
2015,81468,2735
2015,80000,2381
2015,86951,769
2015,80000,2130
2015,84655,809
2015,86467,2074
2015,80000,1595
2015,80744,1403
2015,80000,2195
2015,84649,2771
2015,81980,2892
2015,82069,686
2015,84591,2330
2015,80000,2653
2015,80000,1794
2015,86842,2498
2015,81218,2026
2015,80000,1178
2015,82939,2940
2015,82833,539
2015,84370,1605
2015,82597,1435
2015,80000,1344
2015,81591,2748
2015,84449,946
2015,86826,1734
2015,85033,2991
2015,80000,1850
2015,81268,726
2015,80000,547
2015,80000,1962
2015,87829,2243
2015,80000,691
2015,81628,1153
2015,80000,2430
2015,80000,1444
2015,80668,2357
2015,81313,2110
2015,83315,2459
2015,83036,1552
2015,86350,795
2015,81789,1425
2015,80000,1139
2015,81139,2887
2015,81344,1127
2015,80000,2986
2015,83988,1667
2015,87364,1441
2015,80000,2270
2015,80619,1475
2015,80000,1454
2015,85348,1762
2015,80000,1304
2015,82151,1451
2015,84493,2357
2015,87355,1617
2015,86332,1945
2015,80000,1115
2015,80000,905
2015,80000,2249
2015,85913,592
2015,83556,2977
2015,80000,933
2015,80498,1635
2015,85582,874
2015,80000,1566
2015,84569,706
2015,80000,1279
2015,86372,1819
2015,82730,1641
2015,80000,1031
2015,80000,2713
2015,86181,589
2015,80000,512
2015,84748,1443
2015,83491,2702
2015,80000,1704
2015,80000,1594
2015,80000,2911
2015,84714,2325
2015,80000,1262
2015,80000,2823
2015,84495,549
2015,81626,1405
2015,80004,1063
2015,84326,1282
2015,85378,2540
2015,81652,2331
2015,81416,1083
2015,80000,1819
2015,80000,735
2015,83017,2603
2015,80000,2442
2015,84429,859
2015,86927,2469
2015,81905,2046
2015,80000,993
2015,87452,2438
2015,84190,2635
2015,80000,2034
2015,80000,1596
2015,83848,678
2015,80000,2759
2015,85403,2328
2015,85101,1757
2015,80000,964
2015,85238,609
2015,81207,2274
2015,80000,1384
2015,80000,2913
2015,83458,2823
2015,85037,2927
2015,80000,1832
2015,80000,2154
2015,80000,1444
2015,85485,1424
2015,86924,1730
2015,87021,2667
2015,81538,1773
2015,84702,552
2015,80000,2468
2015,82684,726
2015,84168,1894
2015,80000,2686
2015,80000,1316
2015,80000,1973
2015,80000,1586
2015,85386,603
2015,80000,2374
2015,85859,1370
2015,80867,1167
2015,81963,2542
2015,87869,772
2015,82166,1529
2015,87982,2731
2015,82929,1551
2015,80347,2073
2015,82269,1756
2015,84802,2235
2015,86680,1321
2015,83125,998
2015,80000,1791
2015,80000,1844
2015,80000,2654
2015,87991,1382
2015,80000,638
2015,81642,2820
2015,80000,2004
2015,80000,2963
2015,81068,792
2015,80000,1232
2015,87369,923
2015,80000,2091
2015,80000,889
2015,80806,841
2015,81142,1445
2015,87014,1113
2015,80000,992
2015,84094,691
2015,80000,2248
2015,80000,2190
2015,80000,2724
2015,85750,1792
2015,80000,866
2015,80000,683
2015,82084,1898
2015,83016,1036
2015,80000,2102
2015,80000,2178
2015,82742,1596
2015,80442,1805
2015,80000,1415
2015,81980,651
2015,84134,1528
2015,82661,1718
2015,80000,2477
2015,85526,770
2015,83182,1686
2015,80000,959
2015,80000,604
2015,85719,636
2015,80000,1422
2015,80000,2917
2015,80845,971
2015,80000,807
2015,80000,1476
2015,80000,1751
2015,80000,1770
2015,80929,2017
2015,85559,2630
2015,87413,1709
2015,80000,2799
2015,80000,2605
2015,80000,1878
2015,81337,2219
2015,86944,2542
2015,80000,1295
2015,80000,1396
2015,84501,2461
2015,80000,709
2015,82901,2994
2015,82470,1467
2015,86426,2273
2015,87306,719
2015,82537,571
2015,85503,1516
2015,80000,807
2015,80000,1650
2015,86751,2460
2015,86590,2834
2015,83733,1265
2015,85886,1224
2015,87866,2119
2015,80000,882
2015,80000,2935
2015,80000,1024
2015,84764,775
2015,81144,836
2015,86150,2473
2015,80668,980
2015,80000,1410
2015,84959,2496
2015,87935,1851
2015,83068,1778
2015,80000,848
2015,82295,2322
2015,83392,1326
2015,86390,2257
2015,83448,1974
2015,80000,2166
2015,87834,1760
2015,85433,1219
2015,80000,905
2015,86798,2969
2015,86528,2794
2015,80000,2533
2015,80037,571
2015,82427,2732
2015,83605,2553
2015,80000,1729
2015,80000,2067
2015,80000,886
2015,80000,2291
2015,80000,1198
2015,82938,1700
2015,84101,2353
2015,80000,1452
2015,87236,2254
2015,86948,827
2015,85207,642
2015,80409,1724
2015,80000,1064
2015,86836,2931
2015,80000,2215
2015,80242,916
2015,83549,2348
2015,80647,2855
2015,80185,2217
2015,80776,1890
2015,85614,1567
2015,87449,2366
2015,82913,1621
2015,82547,1788
2015,82823,2306
2015,82355,2687
2015,81465,2004
2015,87737,1990
2015,80000,2090
2015,85350,2147
2015,80000,2504
2015,80409,2299
2015,85534,814
2015,80000,1634
2015,80000,1280
2015,84165,2020
2015,80000,655
2015,80000,1996
2015,80686,2224
2015,84242,608
2015,80000,1386
2015,80000,1412
2015,82398,1370
2015,80000,512
2015,87070,997
2015,80000,2256
2015,80789,2785
2015,80000,1617
2015,80000,1694
2015,80000,1221
2015,82570,2740
2015,87050,1329
2015,82480,2374
2015,84496,704
2015,85576,1956
2015,80000,744
2015,82190,1331
2015,81687,794
2015,80565,1355
2015,82241,2564
2015,82651,570
2015,80575,1792
2015,80000,1848
2015,84779,804
2015,83851,1530
2015,80000,1837
2015,87145,1316
2015,81555,1626
2015,84203,1320
2015,83244,692
2015,81846,738
2015,80000,2276
2015,80000,592
2015,82226,640
2015,80590,2665
2015,81919,911
2015,80585,2187
2015,84227,2910
2015,86894,2032
2015,81046,636
2015,87237,518
2015,80000,2742
2015,82927,2877
2015,87641,2459
2015,82016,2722
2015,82758,1501
2015,80086,948
2015,84456,2448
2015,82161,1445
2015,80000,1877
2015,80000,2022
2015,80000,2420
2015,86989,1028
2015,85533,2718
2015,81352,750
2015,86606,2604
2015,84009,1755
2015,81056,2982
2015,80000,883
2015,81468,693
2015,84080,2732
2015,80951,2395
2015,80276,2839
2015,83859,1231
2015,82818,2663
2015,80000,1184
2015,80000,581
2015,80738,2880
2015,80000,2882
2015,80793,1031
2015,80000,2483
2015,80571,720
2015,84010,1041
2015,85380,638
2015,84298,1398
2015,80000,928
2015,83389,2288
2015,85863,2526
2015,81091,2963
2015,86684,1903
2015,85640,1667
2015,83662,2572
2015,81361,1596
2015,80000,2347
2015,87091,646
2015,85202,1004
2015,86992,2883
2015,82094,2972
2015,81318,1887
2015,87310,1722
2015,80000,1217
2015,87180,838
2015,80000,1158
2015,84120,1461
2015,80000,2121
2015,83043,2794
2015,80000,2753
2015,80904,1757
2015,86715,1302
2015,87718,1463
2015,80000,568
2015,84821,1652
2015,80832,695
2015,87820,2687
2015,82122,2830
2015,80842,2859
2015,80000,1245
2015,86049,2188
2015,80000,776
2015,80621,560
2015,80423,2413
2015,80000,2599
2015,84215,2700
2015,80672,2272
2015,80000,1834
2015,80000,2119
2015,80000,2850
2015,80777,741
2015,82935,2568
2015,81093,1332
2015,83418,1662
2015,80355,1728
2015,80000,755
2015,84083,634
2015,80574,1374
2015,80000,1321
2015,80000,2635
2015,85980,2337
2015,83588,1322
2015,85270,2277
2015,87936,620
2015,80000,2137
2015,80000,1864
2015,80000,1507
2015,80000,1424
2015,80000,1144
2015,86363,2532
2015,85860,1473
2015,85070,1134
2015,84388,1066
2015,80000,1121
2015,83353,949
2015,80000,984
2015,80000,1145
2015,83967,2129
2015,82430,1161
2015,82170,1257
2015,81469,788
2015,84131,1220
2015,80000,2782
2015,80000,2963
2015,80000,998
2015,80184,1133
2015,83547,2173
2015,86796,2530
2015,86515,614
2015,80000,1173
2015,80000,2236
2015,82480,1096
2015,85288,1924
2015,80000,1568
2015,85293,2442
2015,80000,2525
2015,81708,1700
2015,82982,813
2015,80000,2644
2015,86849,1736
2015,87845,636
2015,86788,1529
2015,80000,2656
2015,80000,2071
2015,80000,1161
2015,80000,2808
2015,85197,586
2015,83016,2623
2015,82011,2961
2015,80000,1808
2015,80000,2200
2015,83088,994
2015,83578,2147
2015,80000,2972
2015,80000,2269
2015,80000,1137
2015,87043,2374
2015,80000,864
2015,80000,2198
2015,82703,850
2015,87828,2800
2015,87458,2404
2015,83931,1511
2015,80000,998
2015,80000,1449
2015,85469,2494
2015,87096,2546
2015,80000,1007
2015,80000,1827
2015,80000,665
2015,86023,1419
2015,86950,613
2015,85704,1491
2015,85343,2451
2015,86867,1974
2015,80000,2754
2015,81091,1614
2015,80000,798
2015,86956,2337
2015,80818,1189
2015,80000,1740
2015,80000,2603
2015,84889,865
2015,86654,2222
2015,80000,954
2015,80000,603
2015,87952,576
2015,83224,729
2015,81198,2437
2015,80000,2878
2015,80000,1705
2015,80000,1392
2015,87088,2073
2015,80000,2574
2015,81155,2175
2015,80000,1456
2015,81516,1758
2015,80000,1014
2015,80000,1731
2015,80000,2717
2015,82395,2444
2015,80000,1537
2015,80000,2238
2015,80000,787
2015,80000,2736
2015,81919,2090
2015,87512,2245
2015,86222,1598
2015,86767,2824
2015,86308,1439
2015,86477,1948
2015,83835,1070
2015,87903,1500
2015,83386,1705
2015,87188,2870
2015,83680,1417
2015,80000,1636
2015,85849,2281
2015,80345,2423
2015,80000,2085
2015,80000,1208
2015,80243,2685
2015,81614,567
2015,84433,2096
2015,83707,2064
2015,80223,882
2015,83584,518
2015,80000,2621
2015,86908,2040
2015,85039,1072
2015,85847,2758
2015,84171,2443
2015,87721,1150
2015,86594,2145
2015,87063,1493
2015,81683,1838
2015,80000,1400
2015,80000,2184
2015,84744,1799
2015,80690,2114
2015,82659,838
2015,86462,904
2015,85601,2861
2015,86704,2392
2015,80000,2353
2015,82468,2003
2015,81410,1734
2015,83652,543
2015,80000,1082
2015,81599,1788
2015,86623,719
2015,80102,2425
2015,82006,2948
2015,80000,1490
2015,80000,2312
2015,83682,1357
2015,80000,1303
2015,81707,989
2015,86365,2280
2015,80000,749
2015,82605,1659
2015,84915,1571
2015,84784,1218
2015,80000,502
2015,83350,2217
2015,80000,1107
2015,80000,705
2015,86033,2355
2015,84968,539
2015,85244,2606
2015,82763,1143
2015,80939,1993
2015,80000,2030
2015,80685,2643
2015,80000,1397
2015,86185,1585
2015,85661,1779
2015,80000,2895
2015,87001,1170
2015,80000,2005
2015,80000,2864
2015,80241,2407
2015,81420,2205
2015,85692,2455
2015,82557,553
2015,86837,1652
2015,80000,2515
2015,81589,655
2015,81353,1422
2015,85541,2109
2015,80000,1474
2015,86486,1730
2015,80000,2314
2015,80085,2608
2015,80637,1337
2015,80000,1863
2015,85759,2887
2015,86691,703
2015,80000,660
2015,86498,2814
2015,83811,891
2015,86424,1268
2015,82888,1593
2015,87015,2507
2015,81474,694
2015,85572,2935
2015,84738,2847
2015,80000,1454
2015,86755,2933
2015,84797,2129
2015,86944,1149
2015,87867,2348
2015,85082,894
2015,84467,1115
2015,80000,1582
2015,82866,1859
2015,85685,870
2015,82160,1357
2015,80451,1290
2015,80258,1157
2015,83548,1892
2015,82186,883
2015,81102,2609
2015,84061,2943
2015,84077,738
2016,90193,542
2016,89475,1364
2016,85000,825
2016,85000,2753
2016,88988,2414
2016,85000,1768
2016,91617,1115
2016,85000,1346
2016,92906,1878
2016,88436,1435
2016,85000,975
2016,86593,582
2016,85000,1633
2016,85366,2737
2016,88711,1299
2016,85000,2034
2016,85000,2798
2016,88199,2838
2016,90717,2168
2016,85000,871
2016,90211,1284
2016,92782,2656
2016,86976,622
2016,87594,1055
2016,85158,647
2016,92474,2485
2016,85000,663
2016,91863,2841
2016,90993,694
2016,85973,979
2016,86236,1923
2016,88277,1464
2016,91307,2278
2016,92424,1985
2016,85000,2514
2016,86217,1209
2016,85000,2943
2016,85000,1411
2016,88155,1860
2016,85000,2864
2016,85000,2234
2016,85000,2323
2016,90410,2079
2016,88148,1180
2016,85000,1833
2016,85000,1109
2016,85000,2464
2016,85000,2599
2016,90695,1007
2016,89135,2759
2016,85722,2144
2016,91029,775
2016,90852,2202
2016,91128,2295
2016,85000,742
2016,87618,670
2016,85000,1152
2016,85000,2432
2016,85000,1998
2016,92297,2735
2016,85000,1999
2016,87432,2658
2016,89653,2472
2016,87927,1566
2016,85000,2758
2016,88858,2535
2016,86689,1357
2016,85000,1619
2016,85000,1549
2016,88792,1609
2016,90844,2198
2016,85000,2735
2016,85000,2678
2016,92098,2619
2016,89171,1770
2016,85000,1140
2016,85000,2378
2016,89821,1107
2016,87778,2458
2016,85000,1065
2016,91622,1867
2016,85000,2601
2016,85000,2253
2016,85000,2081
2016,85000,2486
2016,92972,2740
2016,88307,2605
2016,85000,628
2016,90195,2372
2016,85000,1205
2016,85000,1351
2016,85000,507
2016,85000,2576
2016,85000,1635
2016,88345,1336
2016,85000,939
2016,92602,1386
2016,85000,2753
2016,89256,1631
2016,85000,2957
2016,85000,1317
2016,89408,1694
2016,85520,511
2016,90593,694
2016,85000,2729
2016,90152,1155
2016,85000,2421
2016,92996,2141
2016,87423,2577
2016,92938,1619
2016,85000,1277
2016,85000,943
2016,86242,797
2016,90827,1307
2016,90521,2260
2016,92146,1344
2016,90642,1515
2016,85000,1884
2016,85000,2119
2016,87470,1909
2016,90230,1704
2016,86297,1058
2016,92839,798
2016,87812,2407
2016,92692,1661
2016,85000,629
2016,85000,2741
2016,91030,2863
2016,89065,2387
2016,88275,643
2016,85000,515
2016,90867,2970
2016,85000,744
2016,85000,1426
2016,92167,2676
2016,86696,1406
2016,89583,840
2016,91410,2551
2016,92399,1933
2016,85000,805
2016,91163,1407
2016,91757,1871
2016,91768,820
2016,85000,1897
2016,85000,1879
2016,92258,1053
2016,85000,920
2016,89582,1909
2016,91546,2194
2016,92327,1068
2016,85000,1601
2016,90775,1026
2016,92265,2672
2016,85000,1370
2016,92098,779
2016,85000,2392
2016,88120,1422
2016,90672,2251
2016,86614,1651
2016,85000,2861
2016,87415,831
2016,86771,1673
2016,85000,2539
2016,91116,1977
2016,85000,535
2016,85000,2208
2016,88445,1943
2016,85000,1173
2016,87997,2537
2016,85000,1958
2016,85000,820
2016,85000,1769
2016,88891,1760
2016,85445,684
2016,85000,967
2016,92088,2910
2016,89865,1806
2016,90919,2076
2016,86534,835
2016,85000,2709
2016,91580,1997
2016,85000,2559
2016,85634,1947
2016,88575,1087
2016,85810,2381
2016,88533,700
2016,85934,1021
2016,90179,2387
2016,92251,2211
2016,85000,1287
2016,85000,559
2016,92707,1077
2016,90990,2850
2016,85000,1423
2016,90180,2206
2016,86028,1543
2016,91606,2655
2016,85000,2815
2016,88497,2769
2016,91805,2327
2016,85000,2053
2016,86680,1192
2016,89327,754
2016,85000,1978
2016,87352,2800
2016,85000,1589
2016,85000,756
2016,87214,941
2016,85000,2381
2016,91814,1613
2016,91791,2937
2016,90743,1081
2016,85141,2235
2016,92500,518
2016,88501,1624
2016,85000,1880
2016,85000,2930
2016,88463,1801
2016,91834,1441
2016,92278,803
2016,90014,2618
2016,85000,956
2016,85000,2736
2016,92541,790
2016,88712,1419
2016,89168,2839
2016,85000,2469
2016,85000,1255
2016,92297,2158
2016,90965,2334
2016,90744,1806
2016,85000,2067
2016,92099,2369
2016,85679,876
2016,86579,1679
2016,85000,1007
2016,85754,1936
2016,91156,1058
2016,91108,2807
2016,85000,920
2016,85310,2052
2016,89944,2065
2016,85000,1783
2016,92067,2580
2016,85000,2047
2016,90728,1079
2016,87361,1390
2016,85000,1221
2016,85000,1380
2016,87263,1621
2016,91686,2507
2016,85000,2569
2016,87365,1973
2016,85000,882
2016,89198,2925
2016,85000,2681
2016,85000,2090
